cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
											8.33333333333	Condo For Sale	375000	392000.0		1010 W Beach Blvd APT 1808, Gulf Shores, AL36542	2	2	1042	2006		RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/1010-W-Beach-Blvd-APT-1808-Gulf-Shores-AL-36542/2136593205_zpid/		0	16
		1		1		6		0	1		3.66666666667	House For Sale	215000	175000.0		515 Julianne Dr, Leeds, AL35094	3	2	1830	1978	91040.4	Realty South	http://www.zillow.com/homedetails/515-Julianne-Dr-Leeds-AL-35094/973783_zpid/		0	0
											5.66666666667	Lot/Land For Sale	109900			1088 County Road 788, Ider, AL35981					849420.0	Wright Properties	http://www.zillow.com/homedetails/1088-County-Road-788-Ider-AL-35981/2104626504_zpid/		0	0
1		1	1	1				0			9.33333333333	House For Sale	145000	165000.0		108 England St, HUNTSVILLE, AL35801	2	1	1100	1939	2,500	Exit Realty of the Valley	http://www.zillow.com/homedetails/108-England-St-Huntsville-AL-35801/92080188_zpid/		20	52
		1			1			0	2	1	6.0	House For Sale	279900	271000.0		420 Mountain Meadows Ln, Wetumpka, AL36093	4	3	2438	2014		Builder New Homes, Inc	http://www.zillow.com/homedetails/420-Mountain-Meadows-Ln-Wetumpka-AL-36093/2104629499_zpid/		0	1
											7.33333333333	Foreclosure	49900			116 Fox Valley Dr # 2, Maylene, AL35114						Coldwell Banker Preferred Properties	http://www.zillow.com/homedetails/116-Fox-Valley-Dr-2-Maylene-AL-35114/2104629630_zpid/		0	0
1	1	1	1						1		4.66666666667	Townhouse For Sale	229850			109 Windsor Garden Dr, Enterprise, AL36330	3	3	2248	2005	15246.0	Coldwell Banker Prestige Homes & Real Estate, Inc.	http://www.zillow.com/homedetails/109-Windsor-Garden-Dr-Enterprise-AL-36330/109237566_zpid/		0	0
				1		7		0			5.0	Foreclosure	94000	96000.0		4310 Panorama Blvd, Mobile, AL36609	3	2	1802	1970		EXIT Allstar Realty	http://www.zillow.com/homedetails/4310-Panorama-Blvd-Mobile-AL-36609/50997917_zpid/		0	32
											7.66666666667	Lot/Land For Sale	34900			0 Laurelwood Dr, Rainbow City, AL35906					55321.2	Corporate South Realty,Inc	http://www.zillow.com/homedetails/0-Laurelwood-Dr-Rainbow-City-AL-35906/2104631376_zpid/		0	3
											8.66666666667	Lot/Land For Sale	39900			130 Candlestand Cir, Gurley, AL35748					26571.6	Capstone Realty	http://www.zillow.com/homedetails/130-Candlestand-Cir-Gurley-AL-35748/2104631378_zpid/		0	0
											8.66666666667	Lot/Land For Sale	39900			128 Candlestand Cir, Gurley, AL35748					26571.6	Capstone Realty	http://www.zillow.com/homedetails/128-Candlestand-Cir-Gurley-AL-35748/2104631377_zpid/		0	0
											6.0	House For Sale	219900	203000.0		3808 Kedleston Cv SW, Decatur, AL35603	4		2055			Re/Max Platinum	http://www.zillow.com/homedetails/3808-Kedleston-Cv-SW-Decatur-AL-35603/109556111_zpid/		0	0
											6.0	House For Sale	219900	196000.0		2724 Apsley Way SW, Decatur, AL35603	4		2115			Re/Max Platinum	http://www.zillow.com/homedetails/2724-Apsley-Way-SW-Decatur-AL-35603/109534644_zpid/		0	0
												House For Sale	109900			330 Columbus Ave, Florence, AL35630	3		2200	1959	20908.8	Florence - WEICHERT, REALTORS  - ProSouth	http://www.zillow.com/homedetails/330-Columbus-Ave-Florence-AL-35630/67128224_zpid/		0	49
												House For Sale	182500	164000.0		205 Park Ave, Saraland, AL36571	5	3	3584				http://www.zillow.com/homedetails/205-Park-Ave-Saraland-AL-36571/50960215_zpid/		0	24
				1		6		0	0		4.66666666667	Foreclosure	72000	64000.0		489 Planters Rd, Montgomery, AL36109	4	2	1446	1972	12196.8		http://www.zillow.com/homedetails/489-Planters-Rd-Montgomery-AL-36109/72787579_zpid/		0	16
1						6		0			8.0	Foreclosure	131000	97000.0		507 S Center Ave, Piedmont, AL36272	3	2	1995	1971	17859.6	REALHome Services and Solutions	http://www.zillow.com/homedetails/507-S-Center-Ave-Piedmont-AL-36272/109475702_zpid/		0	29
1	1		1	1		6		0	4		5.33333333333	House For Sale	249900	240000.0		2694 Chesapeake Dr, Bessemer, AL35023	4	3	1799	2002	17424.0	LIST Birmingham	http://www.zillow.com/homedetails/2694-Chesapeake-Dr-Bessemer-AL-35023/60570179_zpid/		0	0
1	1		1	1		6		0	6		7.0	House For Sale	59900	78000.0		3317 Jim Reid Dr, Trafford, AL35172	3	2	1272	1987	43560.0	BENTLEY REALTY GROUP INC	http://www.zillow.com/homedetails/3317-Jim-Reid-Dr-Trafford-AL-35172/50929192_zpid/		0	0
											6.0	Lot/Land For Sale	28500			84 Overlook Ln, Wetumpka, AL36093					87120.0	RE/MAX Cornerstone Realty	http://www.zillow.com/homedetails/84-Overlook-Ln-Wetumpka-AL-36093/2104635283_zpid/		0	0
				1		7		0			6.66666666667	House For Sale	254900	233000.0		6915 Woodvale Ln, Trussville, AL35173	4	3	2319	1998		RE/MAX Advantage Central	http://www.zillow.com/homedetails/6915-Woodvale-Ln-Trussville-AL-35173/50929792_zpid/		0	1
1		1	1		1	4		0	5		5.0	House For Sale	82900			2636 Central Plank Rd, Wetumpka, AL36092	3	1	1025	1972	17859.6	CENTURY 21 Brandt Wright Realty, Inc.	http://www.zillow.com/homedetails/2636-Central-Plank-Rd-Wetumpka-AL-36092/112987_zpid/		0	0
		1	1	1	1				1		9.33333333333	House For Sale	525000			7 Oakshire Pl SE, Gurley, AL35748	5		4231		23958.0	Madison - WEICHERT, REALTORS  - The Space Place	http://www.zillow.com/homedetails/7-Oakshire-Pl-SE-Gurley-AL-35748/98974755_zpid/	1	0	0
											9.0	House For Sale	199775	187000.0		1385 Cloverbrook Cir, Auburn, AL36832	3	2	1737	2014			http://www.zillow.com/homedetails/1385-Cloverbrook-Cir-Auburn-AL-36832/2104641207_zpid/		0	23
						5		0	0		7.0	House For Sale	2000000	3940000.0		8755 Lee Rd 0188, WAVERLY, AL36879	4	3	3500	2003	435600.0		http://www.zillow.com/homedetails/8755-Lee-Rd-0188-Waverly-AL-36879/76041482_zpid/		0	0
			1					0		1	1.66666666667	House For Sale	72700	106000.0		118 Owens Rd, Fort Mitchell, AL36856	3	2	1288	2000		Keller Williams - Columbus, GA	http://www.zillow.com/homedetails/118-Owens-Rd-Fort-Mitchell-AL-36856/2146891542_zpid/		0	0
1			1			5		0			2.33333333333	House For Sale	36500	100000.0		1504 Lantuck Rd, Valley, AL36854	3	2	1600	1990	43560.0	Keller Williams - Columbus, GA	http://www.zillow.com/homedetails/1504-Lantuck-Rd-Valley-AL-36854/104480876_zpid/		0	0
											7.33333333333	Lot/Land For Sale	250000			1 Miflin Creek Rd, Elberta, AL36530						RE/MAX of Gulf Shores	http://www.zillow.com/homedetails/1-Miflin-Creek-Rd-Elberta-AL-36530/2104641944_zpid/		0	0
											7.66666666667	Lot/Land For Sale	18000			0 Ridgefield Ln, Brewton, AL36426						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/0-Ridgefield-Ln-Brewton-AL-36426/2104641948_zpid/		0	15
											7.33333333333	Lot/Land For Sale	12600			0 North St, Castleberry, AL36432						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/0-North-St-Castleberry-AL-36432/2104641936_zpid/		0	0
											7.66666666667	House For Sale	183500	214000.0		1400 Bonita Ave, Brewton, AL36426	4	4	3670	1954		Hines Realty Company, Inc.	http://www.zillow.com/homedetails/1400-Bonita-Ave-Brewton-AL-36426/2112662833_zpid/		0	38
								0			7.66666666667	House For Sale	397500	351000.0		135 Windsor Ct, Brewton, AL36426	5	4	3700	2000		Hines Realty Company, Inc.	http://www.zillow.com/homedetails/135-Windsor-Ct-Brewton-AL-36426/110297234_zpid/		0	0
											7.66666666667	Lot/Land For Sale	9500			0 Wolf Log Rd, Brewton, AL36426						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/0-Wolf-Log-Rd-Brewton-AL-36426/2104641913_zpid/		0	15
											7.66666666667	Condo For Sale	154900	396000.0		(Undisclosed Address), Daphne, AL36526	3	3	1680			RE/MAX Select	http://www.zillow.com/homedetails/(Undisclosed-Address)-Daphne-AL-36526/2104641919_zpid/		0	32
											7.66666666667	Lot/Land For Sale	49800			0 Juniper Creek Dr, Brewton, AL36426						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/0-Juniper-Creek-Dr-Brewton-AL-36426/2104641922_zpid/		0	15
											7.66666666667	Lot/Land For Sale	24000			0 Oak Ridge Pl, Brewton, AL36426						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/0-Oak-Ridge-Pl-Brewton-AL-36426/2104641923_zpid/		0	15
											7.66666666667	House For Sale	299000	266000.0		1404 Escambia Ave, Brewton, AL36426	6	7	7308	1949	45738.0	Hines Realty Company, Inc.	http://www.zillow.com/homedetails/1404-Escambia-Ave-Brewton-AL-36426/2138693524_zpid/		0	30
											7.66666666667	Lot/Land For Sale	40000			122 Mcmead Dr, Brewton, AL36426						Hines Realty Company, Inc.	http://www.zillow.com/homedetails/122-Mcmead-Dr-Brewton-AL-36426/2126399387_zpid/		0	7
											6.0	House For Sale	64900	63000.0		330 Alco Dr, Brewton, AL36426	2	1	1300	1946		Hines Realty Company, Inc.	http://www.zillow.com/homedetails/330-Alco-Dr-Brewton-AL-36426/2112368041_zpid/		0	13
				1		8		0	0		7.66666666667	House For Sale	139900	141000.0		103 Pine Forest Dr, Brewton, AL36426	4	2	2300	1973		Hines Realty Company, Inc.	http://www.zillow.com/homedetails/103-Pine-Forest-Dr-Brewton-AL-36426/110294792_zpid/		0	35
1		1	1			6		0	0		6.0	House For Sale	157900	172000.0		7014 County Road 16, Centre, AL35960	3	2	1842	1946	287496.0	Cedar Bluff Real Estate	http://www.zillow.com/homedetails/7014-County-Road-16-Centre-AL-35960/96807608_zpid/		0	11
1		1	1		1	9		0	2		8.33333333333	House For Sale	224900	260000.0		2113 Felicity Ln, Auburn, AL36830	4		2565	2013	9,583	Prestige Properties	http://www.zillow.com/homedetails/2113-Felicity-Ln-Auburn-AL-36830/120125690_zpid/		0	6
						5		0			7.33333333333	Foreclosure	79900	67000.0		704 Parker Blvd, Weaver, AL36277	3	1	1300	1958	16988.4		http://www.zillow.com/homedetails/704-Parker-Blvd-Weaver-AL-36277/109404710_zpid/		0	6
												Condo For Sale	225000	216000.0		12100 Two Rivers Dr APT D-1, Athens, AL35611	2	2	1128			Legend Realty	http://www.zillow.com/homedetails/12100-Two-Rivers-Dr-APT-D-1-Athens-AL-35611/2104645905_zpid/		0	0
1		1						0	0	1	6.0	House For Sale	429900	393000.0		159 Swan Dr, Houston, AL35572	3	4	2800	2006	43560.0	Lake Homes Realty	http://www.zillow.com/homedetails/159-Swan-Dr-Houston-AL-35572/2104645918_zpid/		0	0
											6.66666666667	Lot/Land For Sale	159900			Catalina Shores Cr287 LOT 4, Cullman, AL35057					69696.0	Lake Homes Realty	http://www.zillow.com/homedetails/Catalina-Shores-Cr287-LOT-4-Cullman-AL-35057/2104645917_zpid/		0	0
1	1	1				2		0	1	1	6.66666666667	House For Sale	379900	340000.0		455 County Road 287, Cullman, AL35057	3	2	1600	2007	58370.4	Lake Homes Realty	http://www.zillow.com/homedetails/455-County-Road-287-Cullman-AL-35057/109270193_zpid/		0	0
1	1					5		0	1		6.66666666667	House For Sale	249900	217000.0		231 County Road 153, Bremen, AL35033	2	1	1152	2000	14810.4	Lake Homes Realty	http://www.zillow.com/homedetails/231-County-Road-153-Bremen-AL-35033/109355172_zpid/		0	0
						4		0	0		6.66666666667	House For Sale	499900			441 County Road 147, Bremen, AL35033	2	1	1288	1980	958320.0	Lake Homes Realty	http://www.zillow.com/homedetails/441-County-Road-147-Bremen-AL-35033/109314585_zpid/		0	0
1			1	1		6		0			6.66666666667	House For Sale	89900			7832 Rainbow Ct, Irvington, AL36544	3	2	1239	1980		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/7832-Rainbow-Ct-Irvington-AL-36544/51056940_zpid/		0	0
				1				0			8.33333333333	House For Sale	284900			8561 Lockwood Pl, Mobile, AL36619	4	4	2516	2010		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/8561-Lockwood-Pl-Mobile-AL-36619/80135305_zpid/		0	0
								0	0		5.33333333333	House For Sale	499900			1493 Pepper Rd, Ashland, AL36251			3117	2007	609840.0	Realty South	http://www.zillow.com/homedetails/1493-Pepper-Rd-Ashland-AL-36251/121019587_zpid/		0	0
											7.0	Lot/Land For Sale	37000			137 County Road 9000, Mentone, AL35984					168577.2	Bellora Realtors, LLC	http://www.zillow.com/homedetails/137-County-Road-9000-Mentone-AL-35984/2104646625_zpid/		0	1
1	1	1	1		1	8		0	1		9.0	House For Sale	195000	165000.0		98 S Rock Hampton Dr, Madison, AL35758	3	2	2150	1992	9,147	Keller Williams Realty	http://www.zillow.com/homedetails/98-S-Rock-Hampton-Dr-Madison-AL-35758/92110665_zpid/		0	24
1					1			0	6	1	5.66666666667	House For Sale	234900	154000.0		123 County Road 342, Danville, AL35619	3	2	1874	1985	435600.0	Dream Key Real Estate	http://www.zillow.com/homedetails/123-County-Road-342-Danville-AL-35619/109298011_zpid/		0	0
				1		5		0			8.33333333333	House For Sale	790000	752000.0		26938 Martinique Dr, Orange Beach, AL36561	4	3	3477	1995	69	Bellator Real Estate & Dev. Daphne	http://www.zillow.com/homedetails/26938-Martinique-Dr-Orange-Beach-AL-36561/72770198_zpid/		0	1
												Auction	from $900			393 Real St, Detroit, AL35552				1900	12196.8		http://www.zillow.com/homedetails/393-Real-St-Detroit-AL-35552/109345833_zpid/		0	7
				1				0			7.66666666667	Foreclosure	58000	97000.0		1250 Sunset Dr, Rainbow City, AL35906	3	2	1380	1979	65340.0		http://www.zillow.com/homedetails/1250-Sunset-Dr-Rainbow-City-AL-35906/75994993_zpid/		0	0
											5.0	House For Sale	2000000	326000.0		8755 Lee Road 188, Auburn, AL36879	4	3	3500	2003	509652.0		http://www.zillow.com/homedetails/8755-Lee-Road-188-Auburn-AL-36879/2104651078_zpid/		0	0
1			1	1		6		0			2.0	House For Sale	74900	62000.0		812 Meadowbrook Dr, Birmingham, AL35215	3	1	1300	1951	13939.2	Lawrence Arendall Humphries Real Estate, Inc.	http://www.zillow.com/homedetails/812-Meadowbrook-Dr-Birmingham-AL-35215/909730_zpid/		22	30
												House For Sale	165000			10714 Blue Pond Blvd W, Sylvania, AL35988	3	2	2064		47916.0	Wright Properties	http://www.zillow.com/homedetails/10714-Blue-Pond-Blvd-W-Sylvania-AL-35988/2104656962_zpid/		0	0
											8.33333333333	Lot/Land For Sale	129000			B Penn Rd, Hartselle, AL35640					566280.0	United Country-Four Oaks	http://www.zillow.com/homedetails/B-Penn-Rd-Hartselle-AL-35640/2104658012_zpid/		0	62
		1			1						6.0	House For Sale	239900	233000.0		1404 Vicksburg Ct SW, Decatur, AL35603	4	3	2516			RE/MAX Platinum	http://www.zillow.com/homedetails/1404-Vicksburg-Ct-SW-Decatur-AL-35603/109608295_zpid/		0	9
		1			1			0			9.0	House For Sale	235000	221000.0		1207 Chesser Dr SE, Huntsville, AL35803	5	3	2515	1988	15246.0	Amanda Howard Real Estate	http://www.zillow.com/homedetails/1207-Chesser-Dr-SE-Huntsville-AL-35803/92167840_zpid/		0	3
1			1	1		7		0	5		10.0	House For Sale	475000	568000.0		5136 Club Ridge Dr W, Vestavia, AL35242	3	4	2611	1996		RE/MAX Advantage South	http://www.zillow.com/homedetails/5136-Club-Ridge-Dr-W-Vestavia-AL-35242/974269_zpid/		0	0
		1			1						7.33333333333	House For Sale	170900			131 Hidden Valley Dr, Madison, AL35756	3	2	1790		11325.6	Re/Max Legacy	http://www.zillow.com/homedetails/131-Hidden-Valley-Dr-Madison-AL-35756/2104659847_zpid/		0	0
		1			1						7.33333333333	House For Sale	285000	263000.0		27826 Kim Dr, Harvest, AL35749	5	4	3225		1,367	Amanda Howard Real Estate	http://www.zillow.com/homedetails/27826-Kim-Dr-Harvest-AL-35749/2104659849_zpid/		0	10
1			1	1		7		0	2	1	3.33333333333	House For Sale	74900	103000.0		916 Sharp Dr, Birmingham, AL35235	4	2	1463	1968	12196.8	Advanced Realty	http://www.zillow.com/homedetails/916-Sharp-Dr-Birmingham-AL-35235/898374_zpid/		0	22
1			1	1		7		0	2	1	3.33333333333	House For Sale	74900	103000.0		916 Sharp Dr, Birmingham, AL35235	4	2	1463	1968	12196.8	Advanced Realty	http://www.zillow.com/homedetails/916-Sharp-Dr-Birmingham-AL-35235/898374_zpid/		0	22
		1			1						8.33333333333	House For Sale	179900			135 Hidden Valley Dr, Madison, AL35756	3	2	2000		11325.6	Re/Max Legacy	http://www.zillow.com/homedetails/135-Hidden-Valley-Dr-Madison-AL-35756/2104660692_zpid/		0	0
												House For Sale	497900	373000.0		12417 Davis Rd, Athens, AL35611	3	3	1950		26136.0	Crye-Leike REALTORS	http://www.zillow.com/homedetails/12417-Davis-Rd-Athens-AL-35611/2104660855_zpid/		0	0
		1			1						7.33333333333	House For Sale	187900			134 Hidden Valley Dr, Madison, AL35756	4	3	2095		11325.6	Re/Max Legacy	http://www.zillow.com/homedetails/134-Hidden-Valley-Dr-Madison-AL-35756/2104660853_zpid/		0	0
	1			1				0	2		7.0	House For Sale	184962	156000.0		4083 Blackwell Ct W, Semmes, AL36575	4	2	1882	2008	13939.2		http://www.zillow.com/homedetails/4083-Blackwell-Ct-W-Semmes-AL-36575/82586944_zpid/		0	1
												House For Sale	186000	186000.0		108 Benji Ct, Meridianville, AL35759	3	2	2200	1998	20037.6	Exit Realty of the Valley	http://www.zillow.com/homedetails/108-Benji-Ct-Meridianville-AL-35759/92082769_zpid/		0	3
			1					0	0		6.66666666667	House For Sale	144900	134000.0		101 Pineneedle Dr, Ashford, AL36312	3	2	1569	1999			http://www.zillow.com/homedetails/101-Pineneedle-Dr-Ashford-AL-36312/75998103_zpid/		0	16
1	1	1	1	1		8		0	4	1	9.0	House For Sale	189900	210000.0		5417 Sunrise Dr, Birmingham, AL35242	3	3		1987	16988.4	BENTLEY REALTY GROUP INC	http://www.zillow.com/homedetails/5417-Sunrise-Dr-Birmingham-AL-35242/190367_zpid/		0	1
1		1	1	1		6		0	1		7.66666666667	House For Sale	129900			117 Evergreen Dr, Florence, AL35634	4	2	2020	1978	6,480	Coldwell Banker Pinnacle Properties	http://www.zillow.com/homedetails/117-Evergreen-Dr-Florence-AL-35634/67115239_zpid/		0	12
				1				0			5.66666666667	House For Sale	299900	250000.0		14798 Styx River Rd, Stapleton, AL36578	5	4	2935	2001	191664.0	RE/MAX By The Bay	http://www.zillow.com/homedetails/14798-Styx-River-Rd-Stapleton-AL-36578/90622421_zpid/		0	6
				1		7		0	2		6.33333333333	House For Sale	279000	234000.0		5936 Meadowview Ln, Mount Olive, AL35117	4	3	3842	1992	19602.0	RE/MAX Southern Homes	http://www.zillow.com/homedetails/5936-Meadowview-Ln-Mount-Olive-AL-35117/911423_zpid/		0	1
											4.33333333333	House For Sale	79900	76000.0		2806 21st Ave, Phenix City, AL36867	3	2	1200			RE/MAX Executive Group	http://www.zillow.com/homedetails/2806-21st-Ave-Phenix-City-AL-36867/2142876465_zpid/		0	10
											5.0	Lot/Land For Sale	120000			700 County Road 859, Mentone, AL35984					130680.0	Wright Properties	http://www.zillow.com/homedetails/700-County-Road-859-Mentone-AL-35984/2104670141_zpid/		0	0
											7.0	Lot/Land For Sale	120000			County Road 859, Mentone, AL35984					130680.0	Wright Properties	http://www.zillow.com/homedetails/County-Road-859-Mentone-AL-35984/2104670142_zpid/		0	0
											8.33333333333	Condo For Sale	379900	324000.0		28814 Perdido Beach Blvd APT T101, Orange Beach, AL36561	3	3	1200	1984	145926.0	RE/MAX Paradise	http://www.zillow.com/homedetails/28814-Perdido-Beach-Blvd-APT-T101-Orange-Beach-AL-36561/72775650_zpid/		0	1
											5.33333333333	House For Sale	200000	179000.0		788 Lee Road 980, Smiths Station, AL36877	3	2	1947				http://www.zillow.com/homedetails/788-Lee-Road-980-Smiths-Station-AL-36877/2104670550_zpid/		0	0
				1		6		0			4.0	Auction	from $10K			229 Kroy Dr, Montgomery, AL36117	3	2	1240	1975	14810.4	Auction.com	http://www.zillow.com/homedetails/229-Kroy-Dr-Montgomery-AL-36117/72817536_zpid/		0	25
				1		5		0	0		3.66666666667	Auction	from $1K			1546 Midway St, Montgomery, AL36110	3	1		1971	8,276	Auction.com	http://www.zillow.com/homedetails/1546-Midway-St-Montgomery-AL-36110/72796468_zpid/		0	18
												House For Sale	146000	132000.0		1205 Kingston Green Dr, Prattville, AL36067	3	3	1928	1986		Realty Connection	http://www.zillow.com/homedetails/1205-Kingston-Green-Dr-Prattville-AL-36067/66700618_zpid/		0	4
		1						0			2.33333333333	House For Sale	118999	127000.0		317 Countess Rd NE, Huntsville, AL35810	3	3	1630	1988	19602.0	RE/MAX DISTINCTIVE	http://www.zillow.com/homedetails/317-Countess-Rd-NE-Huntsville-AL-35810/92126923_zpid/		0	1
1	1	1	1						4		4.66666666667	House For Sale	240000	213000.0		211 Lakeshore Dr, Lincoln, AL35096	4	3		2005		FIELDS ? GOSSETT REALTY	http://www.zillow.com/homedetails/211-Lakeshore-Dr-Lincoln-AL-35096/2104672589_zpid/		0	0
		1			1						8.33333333333	House For Sale	214900			25312 Whispering Ln, Athens, AL35613	4	3	2285		14374.8	Re/Max Legacy	http://www.zillow.com/homedetails/25312-Whispering-Ln-Athens-AL-35613/2104672631_zpid/		0	0
1			1			5		0			6.0	House For Sale	69900	60000.0		1600 Godfrey Ave NE, Fort Payne, AL35967	3	1	1670	1947	32670.0	Wright Properties	http://www.zillow.com/homedetails/1600-Godfrey-Ave-NE-Fort-Payne-AL-35967/111757735_zpid/		0	51
1		1	1			9		0			10.0	House For Sale	985000	639000.0		4020 Montevallo Rd S, Mountain Brk, AL35213	4		3780	2014		Realty South-The Fred Smith Group	http://www.zillow.com/homedetails/4020-Montevallo-Rd-S-Mountain-Brk-AL-35213/2104673456_zpid/	1	0	8
1		1	1	1		7		0			9.0	House For Sale	144900	157000.0		8022 Navios Dr SE, Huntsville, AL35802	3	2	1800	1965	16988.4	Legend Realty	http://www.zillow.com/homedetails/8022-Navios-Dr-SE-Huntsville-AL-35802/92098160_zpid/		14	37
											6.0	House For Sale	119900	179000.0		
206 Forest Ave NW, Fort Payne, AL35967
	5	3	2768	1950	172062.0		http://www.zillow.com/homedetails/206-Forest-Ave-NW-Fort-Payne-AL-35967/121024870_zpid/		0	51
		1			1						8.33333333333	House For Sale	284900			
25237 Whispering Ln, Athens, AL35613
	4	3	3310		13939.2	Re/Max Legacy	http://www.zillow.com/homedetails/25237-Whispering-Ln-Athens-AL-35613/2104674045_zpid/		0	0
											7.0	For Sale by Owner	128000	135000.0		
101 Road 922 Hunters Rdg, Mentone, AL35984
	2	2	1200				http://www.zillow.com/homedetails/101-Road-922-Hunters-Rdg-Mentone-AL-35984/2104674204_zpid/		0	0
											6.66666666667	Lot/Land For Sale	22900			
2 Keel Mountain Rd, Gurley, AL35748
					130680.0	Legend Realty	http://www.zillow.com/homedetails/2-Keel-Mountain-Rd-Gurley-AL-35748/2104675798_zpid/		0	0
											6.66666666667	Lot/Land For Sale	22900			
3 Keel Mountain Rd, Gurley, AL35748
					130680.0	Legend Realty	http://www.zillow.com/homedetails/3-Keel-Mountain-Rd-Gurley-AL-35748/2104675797_zpid/		0	0
											6.66666666667	Lot/Land For Sale	14900			
1 Keel Mountain Rd, Gurley, AL35748
					80586.0	Legend Realty	http://www.zillow.com/homedetails/1-Keel-Mountain-Rd-Gurley-AL-35748/2104675796_zpid/		0	0
												Lot/Land For Sale	533000			
Hwy 35 Veteran Dr, Rainsville, AL35986
					202118.4	Wright Properties	http://www.zillow.com/homedetails/Hwy-35-Veteran-Dr-Rainsville-AL-35986/2104676014_zpid/		0	26
											1.33333333333	Lot/Land For Sale	7900			
2904 10TH Ave SW, HUNTSVILLE, AL35805
					7,405	Legend Realty	http://www.zillow.com/homedetails/2904-10TH-Ave-SW-Huntsville-AL-35805/109347188_zpid/		22	56
1		1	1	1	1	9		0	1		7.33333333333	House For Sale	200000	208000.0		
108 Cameron Rd SW, Huntsville, AL35802
	4	3	2850	1964	15246.0	Legend Realty	http://www.zillow.com/homedetails/108-Cameron-Rd-SW-Huntsville-AL-35802/92086022_zpid/		14	43
1				1				0	0		8.33333333333	House For Sale	159900			
1154 Seven Hills Dr, Mobile, AL36695
	3	2	1780	1984		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/1154-Seven-Hills-Dr-Mobile-AL-36695/50980499_zpid/		0	9
1		1	1	1		5		0			3.33333333333	House For Sale	114900	107000.0		
7500 Muirfield Loop, Montgomery, AL36116
	4	2	1681	1999	8,494	Forrest Meadows Homes & Land	http://www.zillow.com/homedetails/7500-Muirfield-Loop-Montgomery-AL-36116/118920077_zpid/		0	0
				1		8		0	9		8.66666666667	House For Sale	419000	381000.0		
2363 Bellevue Ter, Hoover, AL35226
	3	4	2872	2006		RE/MAX Southern Homes	http://www.zillow.com/homedetails/2363-Bellevue-Ter-Hoover-AL-35226/80752487_zpid/		0	3
1	1	1	1	1	1			0	4	1	7.66666666667	Condo For Sale	164000	159000.0		
4 Yacht Club Dr APT 66, Daphne, AL36526
	3	3	1680	2004	409464.0	RE/MAX By The Bay	http://www.zillow.com/homedetails/4-Yacht-Club-Dr-APT-66-Daphne-AL-36526/72737334_zpid/		0	25
												House For Sale	110000	105000.0		
117 Lisa Michele Dr, Huntsville, AL35811
	3	2	1107	2005	18295.2	Legend Realty	http://www.zillow.com/homedetails/117-Lisa-Michele-Dr-Huntsville-AL-35811/92119789_zpid/		0	0
			1						1		6.66666666667	House For Sale	184900			
1316 Silver Creek Trce # 362, Alabaster, AL35007
	4	2	1629	2013		Coldwell Banker Green & Company	http://www.zillow.com/homedetails/1316-Silver-Creek-Trce-362-Alabaster-AL-35007/2104686210_zpid/		0	1
											9.0	Lot/Land For Sale	464000			
16650 State Highway 181 # 1, Fairhope, AL36532
					1263240.0	EXIT Allstar Realty	http://www.zillow.com/homedetails/16650-State-Highway-181-1-Fairhope-AL-36532/2104686822_zpid/		0	9
1		1	1	1	1			0	2	1	7.66666666667	House For Sale	325000	406000.0		
10854 Sterling Ct, Daphne, AL36526
	4	4	4015	2006	7,000	MyFavoriteAgent.com LLC	http://www.zillow.com/homedetails/10854-Sterling-Ct-Daphne-AL-36526/90624420_zpid/		0	3
								0	0		5.0	Foreclosure	33920	46000.0		
295 Shaw Ln, Sylacauga, AL35150
	3	1	1533	1984	17859.6	REALHome Services and Solutions	http://www.zillow.com/homedetails/295-Shaw-Ln-Sylacauga-AL-35150/76062049_zpid/		0	1
								0			8.0	Foreclosure	228900	264000.0		
1109 Avalon Ln, Anniston, AL36207
	4	3	3295	2001	43560.0		http://www.zillow.com/homedetails/1109-Avalon-Ln-Anniston-AL-36207/109370616_zpid/		0	0
		1		1				0			5.33333333333	For Sale by Owner	195000	187000.0		
1862 Shellbrook Dr NW, Huntsville, AL35806
	3	2	2000	1989	18730.8		http://www.zillow.com/homedetails/1862-Shellbrook-Dr-NW-Huntsville-AL-35806/92148556_zpid/	1	0	7
												House For Sale	98900	94000.0		
3305 Livingston Trce, Sylacauga, AL35150
	3	2	1563	1969	18295.2	Atkinson Real Estate LLC	http://www.zillow.com/homedetails/3305-Livingston-Trce-Sylacauga-AL-35150/76059389_zpid/		0	7
1		1						0			5.33333333333	House For Sale	89900	158000.0		
135 County Road 962, Montevallo, AL35115
